ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-09-14,1481.5534161878559,166.38036112321,5751.337123321448,1481.5534161878559,1481.5534161878559,1456.293813441215,1456.293813441215,1456.293813441215,203.61687811469233,203.61687811469233,203.61687811469233,1252.6769353265227,1252.6769353265227,1252.6769353265227,0.0,0.0,0.0,2937.847229629071
2014-09-15,1481.6719097289383,560.8047055466595,5767.1861203144645,1481.6719097289383,1481.6719097289383,1674.5212843269655,1674.5212843269655,1674.5212843269655,411.6222281734152,411.6222281734152,411.6222281734152,1262.8990561535502,1262.8990561535502,1262.8990561535502,0.0,0.0,0.0,3156.193194055904
2014-09-16,1481.790403270021,-157.83349942348823,5227.831256994301,1481.790403270021,1481.790403270021,1092.318354058824,1092.318354058824,1092.318354058824,-172.00824768899938,-172.00824768899938,-172.00824768899938,1264.3266017478236,1264.3266017478236,1264.3266017478236,0.0,0.0,0.0,2574.108757328845
2014-09-17,1481.9088968111037,-1128.6025518896556,4389.508278507993,1481.9088968111037,1481.9088968111037,216.4301134111389,216.4301134111389,216.4301134111389,-1040.394656491715,-1040.394656491715,-1040.394656491715,1256.824769902854,1256.824769902854,1256.824769902854,0.0,0.0,0.0,1698.3390102222425
2014-09-19,1482.1458838932688,430.4201260521255,6016.535447508063,1482.1458838932688,1482.1458838932688,1634.7808153503797,1634.7808153503797,1634.7808153503797,419.7306527792459,419.7306527792459,419.7306527792459,1215.0501625711338,1215.0501625711338,1215.0501625711338,0.0,0.0,0.0,3116.9266992436487
2014-09-20,1482.2643774343512,-49.89067949113375,5416.4012866472885,1482.2643774343512,1482.2643774343512,1202.496619480065,1202.496619480065,1202.496619480065,21.429347564844832,21.429347564844832,21.429347564844832,1181.06727191522,1181.06727191522,1181.06727191522,0.0,0.0,0.0,2684.760996914416
2014-09-21,1482.382870975434,126.43388535224861,5684.573960067439,1482.382870975434,1482.382870975434,1342.3498718111973,1342.3498718111973,1342.3498718111973,203.61687811305507,203.61687811305507,203.61687811305507,1138.7329936981423,1138.7329936981423,1138.7329936981423,0.0,0.0,0.0,2824.732742786631
2014-09-22,1482.5013645165163,335.07369269945855,5630.550959509389,1482.5013645165163,1482.5013645165163,1500.0889855721434,1500.0889855721434,1500.0889855721434,411.6222281726473,411.6222281726473,411.6222281726473,1088.4667573994961,1088.4667573994961,1088.4667573994961,0.0,0.0,0.0,2982.5903500886598
2014-09-23,1482.619858057599,-519.0847699661106,5064.100358301884,1482.619858057599,1482.619858057599,858.7824490415643,858.7824490415643,858.7824490415643,-172.00824768973712,-172.00824768973712,-172.00824768973712,1030.7906967313013,1030.7906967313013,1030.7906967313013,0.0,0.0,0.0,2341.4023070991634
2014-09-24,1482.7383515986817,-1192.4130852575704,4173.639149069267,1482.7383515986817,1482.7383515986817,-74.07119020892638,-74.07119020892638,-74.07119020892638,-1040.3946564914006,-1040.3946564914006,-1040.3946564914006,966.3234662824742,966.3234662824742,966.3234662824742,0.0,0.0,0.0,1408.6671613897554
2014-09-25,1482.8568451397641,-148.11265672471652,5283.488272478654,1482.8568451397641,1482.8568451397641,1051.776567353879,1051.776567353879,1051.776567353879,156.00379755466733,156.00379755466733,156.00379755466733,895.7727697992115,895.7727697992115,895.7727697992115,0.0,0.0,0.0,2534.633412493643
2014-09-26,1482.975338680847,-122.35923439296728,5473.939979829422,1482.975338680847,1482.975338680847,1239.6573809778677,1239.6573809778677,1239.6573809778677,419.7306527787999,419.7306527787999,419.7306527787999,819.926728199068,819.926728199068,819.926728199068,0.0,0.0,0.0,2722.6327196587144
2014-09-27,1483.0938322219295,-583.3569239599636,4912.473391942722,1483.0938322219295,1483.0938322219295,761.0735737436507,761.0735737436507,761.0735737436507,21.429347564291746,21.429347564291746,21.429347564291746,739.6442261793591,739.6442261793591,739.6442261793591,0.0,0.0,0.0,2244.16740596558
2014-09-28,1483.2123257630121,-410.4771191671945,5182.5405306715975,1483.2123257630121,1483.2123257630121,859.4612620900143,859.4612620900143,859.4612620900143,203.6168781126412,203.6168781126412,203.6168781126412,655.8443839773731,655.8443839773731,655.8443839773731,0.0,0.0,0.0,2342.673587853026
2014-09-29,1483.3308193040946,-200.5778288214122,5234.3974670508,1483.3308193040946,1483.3308193040946,981.1175338171269,981.1175338171269,981.1175338171269,411.6222281731468,411.6222281731468,411.6222281731468,569.49530564398,569.49530564398,569.49530564398,0.0,0.0,0.0,2464.4483531212213
2014-09-30,1483.4493128451772,-993.234349407216,4502.572735519381,1483.4493128451772,1483.4493128451772,309.5940097101322,309.5940097101322,309.5940097101322,-172.00824769047486,-172.00824769047486,-172.00824769047486,481.602257400607,481.602257400607,481.602257400607,0.0,0.0,0.0,1793.0433225553095
2014-10-01,1483.5678063862597,-1834.4013318923217,3507.3813778636486,1483.5678063862597,1483.5678063862597,-647.1992269278535,-647.1992269278535,-647.1992269278535,-1040.3946564918326,-1040.3946564918326,-1040.3946564918326,393.19542956397896,393.19542956397896,393.19542956397896,0.0,0.0,0.0,836.3685794584062
2014-10-02,1483.6862999273424,-748.4324669701263,4642.915798308371,1483.6862999273424,1483.6862999273424,461.32123106660106,461.32123106660106,461.32123106660106,156.0037975537113,156.0037975537113,156.0037975537113,305.3174335128898,305.3174335128898,305.3174335128898,0.0,0.0,0.0,1945.0075309939434
2014-10-03,1483.804793468425,-517.3006053822811,4896.275812089827,1483.804793468425,1483.804793468425,638.741334405628,638.741334405628,638.741334405628,419.7306527788497,419.7306527788497,419.7306527788497,219.01068162677825,219.01068162677825,219.01068162677825,0.0,0.0,0.0,2122.546127874053
2014-10-04,1483.9232870095075,-1061.747929757908,4454.64520742477,1483.9232870095075,1483.9232870095075,156.73414098339128,156.73414098339128,156.73414098339128,21.42934756373866,21.42934756373866,21.42934756373866,135.3047934196527,135.3047934196527,135.3047934196527,0.0,0.0,0.0,1640.6574279928986
2014-10-05,1484.0417805505901,-964.0213309728222,4377.819972342752,1484.0417805505901,1484.0417805505901,258.82104372374744,258.82104372374744,258.82104372374744,203.6168781144495,203.6168781144495,203.6168781144495,55.20416560929793,55.20416560929793,55.20416560929793,0.0,0.0,0.0,1742.8628242743375
2014-10-06,1484.1602740916726,-716.2698452105069,4588.067657372976,1484.1602740916726,1484.1602740916726,391.2980660791726,391.2980660791726,391.2980660791726,411.62222817237887,411.62222817237887,411.62222817237887,-20.3241620932063,-20.3241620932063,-20.3241620932063,0.0,0.0,0.0,1875.458340170845
2014-10-07,1484.2787676327553,-1551.9379105689354,3958.1972984749636,1484.2787676327553,1484.2787676327553,-262.37046748621333,-262.37046748621333,-262.37046748621333,-172.0082476893397,-172.0082476893397,-172.0082476893397,-90.36221979687357,-90.36221979687357,-90.36221979687357,0.0,0.0,0.0,1221.908300146542
2014-10-08,1484.3972611738377,-2252.829977375135,2789.6094593290945,1484.3972611738377,1484.3972611738377,-1194.4469357275916,-1194.4469357275916,-1194.4469357275916,-1040.3946564916048,-1040.3946564916048,-1040.3946564916048,-154.0522792359868,-154.0522792359868,-154.0522792359868,0.0,0.0,0.0,289.9503254462461
2014-10-09,1484.5157547149204,-1271.053532162854,4125.991187669108,1484.5157547149204,1484.5157547149204,-54.60357326679703,-54.60357326679703,-54.60357326679703,156.0037975515932,156.0037975515932,156.0037975515932,-210.60737081839028,-210.60737081839028,-210.60737081839028,0.0,0.0,0.0,1429.9121814481234
2014-10-10,1484.634248256003,-1131.5020776945519,4388.294090180063,1484.634248256003,1484.634248256003,160.40961503595975,160.40961503595975,160.40961503595975,419.73065277793927,419.73065277793927,419.73065277793927,-259.3210377419795,-259.3210377419795,-259.3210377419795,0.0,0.0,0.0,1645.0438632919627
2014-10-11,1484.7527417970855,-1724.5289960050573,3864.6456986937096,1484.7527417970855,1484.7527417970855,-278.1468767431409,-278.1468767431409,-278.1468767431409,21.429347563185562,21.429347563185562,21.429347563185562,-299.5762243063265,-299.5762243063265,-299.5762243063265,0.0,0.0,0.0,1206.6058650539446
2014-10-12,1484.8712353381682,-1363.9250129403385,4009.8704688012917,1484.8712353381682,1484.8712353381682,-127.23632253885823,-127.23632253885823,-127.23632253885823,203.61687811281217,203.61687811281217,203.61687811281217,-330.8532006516704,-330.8532006516704,-330.8532006516704,0.0,0.0,0.0,1357.6349127993099
2014-10-13,1484.9897288792506,-1210.2010443111853,4084.0967295619407,1484.9897288792506,1484.9897288792506,58.88579697094451,58.88579697094451,58.88579697094451,411.62222817287847,411.62222817287847,411.62222817287847,-352.73643120193395,-352.73643120193395,-352.73643120193395,0.0,0.0,0.0,1543.8755258501951
2014-10-14,1485.1082224203333,-1818.7812385183329,3699.1659924039104,1485.1082224203333,1485.1082224203333,-536.9285470048239,-536.9285470048239,-536.9285470048239,-172.0082476900774,-172.0082476900774,-172.0082476900774,-364.92029931474667,-364.92029931474667,-364.92029931474667,0.0,0.0,0.0,948.1796754155093
2014-10-15,1485.2267159614157,-2647.0477101209067,3050.1175554138185,1485.2267159614157,1485.2267159614157,-1407.6082627685407,-1407.6082627685407,-1407.6082627685407,-1040.394656491377,-1040.394656491377,-1040.394656491377,-367.21360627716365,-367.21360627716365,-367.21360627716365,0.0,0.0,0.0,77.618453192875
2014-10-16,1485.3452095024984,-1367.7725736857633,3876.222498025575,1485.3452095024984,1485.3452095024984,-203.53897161272877,-203.53897161272877,-203.53897161272877,156.00379755226197,156.00379755226197,156.00379755226197,-359.54276916499083,-359.54276916499083,-359.54276916499083,0.0,0.0,0.0,1281.8062378897696
2014-10-17,1485.463703043581,-1013.1650588397206,4377.273070781985,1485.463703043581,1485.463703043581,77.77700329124998,77.77700329124998,77.77700329124998,419.73065277941413,419.73065277941413,419.73065277941413,-341.95364948816416,-341.95364948816416,-341.95364948816416,0.0,0.0,0.0,1563.240706334831
2014-10-18,1485.5821965846635,-1594.655158493658,3936.125720297655,1485.5821965846635,1485.5821965846635,-293.1826057628168,-293.1826057628168,-293.1826057628168,21.429347564584425,21.429347564584425,21.429347564584425,-314.61195332740124,-314.61195332740124,-314.61195332740124,0.0,0.0,0.0,1192.3995908218467
2014-10-19,1485.7006901257462,-1356.9012199335077,4182.054229957994,1485.7006901257462,1485.7006901257462,-74.18527597790917,-74.18527597790917,-74.18527597790917,203.61687811339698,203.61687811339698,203.61687811339698,-277.8021540913062,-277.8021540913062,-277.8021540913062,0.0,0.0,0.0,1411.515414147837
2014-10-20,1485.8191856162812,-1023.1415196272744,4453.857976154546,1485.8191856162812,1485.8191856162812,179.69732679995545,179.69732679995545,179.69732679995545,411.6222281725254,411.6222281725254,411.6222281725254,-231.92490137257008,-231.92490137257008,-231.92490137257008,0.0,0.0,0.0,1665.5165124162365
2014-10-21,1485.9376811068162,-1550.4722062164433,3672.218578443837,1485.9376811068162,1485.9376811068162,-349.5011415331456,-349.5011415331456,-349.5011415331456,-172.00824769124017,-172.00824769124017,-172.00824769124017,-177.49289384190547,-177.49289384190547,-177.49289384190547,0.0,0.0,0.0,1136.4365395736706
2014-10-22,1486.0561765973514,-2388.3288365726557,3248.427453017555,1486.0561765973514,1486.0561765973514,-1155.5198673123177,-1155.5198673123177,-1155.5198673123177,-1040.394656491149,-1040.394656491149,-1040.394656491149,-115.1252108211686,-115.1252108211686,-115.1252108211686,0.0,0.0,0.0,330.53630928503367
2014-10-24,1486.2931675784216,-615.2933545313883,4702.294632258712,1486.2931675784216,1486.2931675784216,450.1842835925589,450.1842835925589,450.1842835925589,419.7306527785037,419.7306527785037,419.7306527785037,30.45363081405519,30.45363081405519,30.45363081405519,0.0,0.0,0.0,1936.4774511709807
2014-10-25,1486.4116630689566,-1226.978307108676,4288.286071432362,1486.4116630689566,1486.4116630689566,133.39624668621514,133.39624668621514,133.39624668621514,21.429347564031314,21.429347564031314,21.429347564031314,111.96689912218379,111.96689912218379,111.96689912218379,0.0,0.0,0.0,1619.8079097551717
2014-10-26,1486.5301585594916,-669.7405588949605,4669.550358442248,1486.5301585594916,1486.5301585594916,401.65854004911546,401.65854004911546,401.65854004911546,203.61687811298313,203.61687811298313,203.61687811298313,198.04166193613233,198.04166193613233,198.04166193613233,0.0,0.0,0.0,1888.188698608607
2014-10-27,1486.6486540500268,-477.73822736660543,4779.963023829613,1486.6486540500268,1486.6486540500268,699.2859430285224,699.2859430285224,699.2859430285224,411.6222281721725,411.6222281721725,411.6222281721725,287.6637148563498,287.6637148563498,287.6637148563498,0.0,0.0,0.0,2185.9345970785494
2014-10-28,1486.7671495405618,-1222.2208001331112,4742.9504188869305,1486.7671495405618,1486.7671495405618,207.76825265853918,207.76825265853918,207.76825265853918,-172.00824768925494,-172.00824768925494,-172.00824768925494,379.7765003477941,379.7765003477941,379.7765003477941,0.0,0.0,0.0,1694.535402199101
2014-10-29,1486.8856450310968,-1755.4411858105134,3786.586244120895,1486.8856450310968,1486.8856450310968,-567.0987819649297,-567.0987819649297,-567.0987819649297,-1040.3946564915807,-1040.3946564915807,-1040.3946564915807,473.2958745266513,473.2958745266513,473.2958745266513,0.0,0.0,0.0,919.7868630661671
2014-10-31,1487.122636012167,-166.83996342908057,5330.251663780762,1487.122636012167,1487.122636012167,1079.9041811677098,1079.9041811677098,1079.9041811677098,419.73065277855375,419.73065277855375,419.73065277855375,660.1735283891562,660.1735283891562,660.1735283891562,0.0,0.0,0.0,2567.026817179877
2014-11-01,1487.2411315027023,-429.14856046819966,4808.7281970222675,1487.2411315027023,1487.2411315027023,772.797040956287,772.797040956287,772.797040956287,21.42934756462791,21.42934756462791,21.42934756462791,751.367693391659,751.367693391659,751.367693391659,0.0,0.0,0.0,2260.0381724589893
2014-11-02,1487.3596269932373,-160.81131030723802,5378.849018119842,1487.3596269932373,1487.3596269932373,1043.289831354288,1043.289831354288,1043.289831354288,203.61687811245693,203.61687811245693,203.61687811245693,839.6729532418308,839.6729532418308,839.6729532418308,0.0,0.0,0.0,2530.649458347525
2014-11-03,1487.4781224837723,97.03612990171256,5329.564124900601,1487.4781224837723,1487.4781224837723,1335.7292345983747,1335.7292345983747,1335.7292345983747,411.6222281722572,411.6222281722572,411.6222281722572,924.1070064261176,924.1070064261176,924.1070064261176,0.0,0.0,0.0,2823.2073570821467
2014-11-04,1487.5966179743075,-445.0030190765017,5122.54940385337,1487.5966179743075,1487.5966179743075,831.7477831551232,831.7477831551232,831.7477831551232,-172.0082476904177,-172.0082476904177,-172.0082476904177,1003.7560308455407,1003.7560308455407,1003.7560308455407,0.0,0.0,0.0,2319.3444011294305
2014-11-05,1487.7151134648425,-1327.0715934937325,4125.707571561413,1487.7151134648425,1487.7151134648425,37.39481393761594,37.39481393761594,37.39481393761594,-1040.3946564918397,-1040.3946564918397,-1040.3946564918397,1077.7894704294556,1077.7894704294556,1077.7894704294556,0.0,0.0,0.0,1525.1099274024584
2014-11-06,1487.8336089553775,-64.39352121666673,5671.261535156628,1487.8336089553775,1487.8336089553775,1301.477495317643,1301.477495317643,1301.477495317643,156.00379755322456,156.00379755322456,156.00379755322456,1145.4736977644184,1145.4736977644184,1145.4736977644184,0.0,0.0,0.0,2789.3111042730206
2014-11-07,1487.9521044459125,631.8387925800421,5958.743717802852,1487.9521044459125,1487.9521044459125,1625.9149139392216,1625.9149139392216,1625.9149139392216,419.73065277860354,419.73065277860354,419.73065277860354,1206.1842611606182,1206.1842611606182,1206.1842611606182,0.0,0.0,0.0,3113.867018385134
2014-11-08,1488.0705999364477,67.66594703381048,5375.0292537334335,1488.0705999364477,1488.0705999364477,1280.8457845813075,1280.8457845813075,1280.8457845813075,21.429347563727575,21.429347563727575,21.429347563727575,1259.4164370175797,1259.4164370175797,1259.4164370175797,0.0,0.0,0.0,2768.9163845177554
2014-11-09,1488.189095426983,435.8715855295097,5865.284835366541,1488.189095426983,1488.189095426983,1508.4107059870446,1508.4107059870446,1508.4107059870446,203.61687811315412,203.61687811315412,203.61687811315412,1304.7938278738905,1304.7938278738905,1304.7938278738905,0.0,0.0,0.0,2996.5998014140278
2014-11-10,1488.307590917518,562.8716998389027,6139.779927086661,1488.307590917518,1488.307590917518,1753.697001368447,1753.697001368447,1753.697001368447,411.6222281727567,411.6222281727567,411.6222281727567,1342.0747731956903,1342.0747731956903,1342.0747731956903,0.0,0.0,0.0,3242.004592285965
2014-11-11,1488.426086408053,177.36226893427803,5524.1537366558505,1488.426086408053,1488.426086408053,1199.1481258962176,1199.1481258962176,1199.1481258962176,-172.00824769115542,-172.00824769115542,-172.00824769115542,1371.156373587373,1371.156373587373,1371.156373587373,0.0,0.0,0.0,2687.5742123042705
2014-11-12,1488.544581898588,-850.9831690493453,4869.201307388728,1488.544581898588,1488.544581898588,351.6813128358715,351.6813128358715,351.6813128358715,-1040.3946564916982,-1040.3946564916982,-1040.3946564916982,1392.0759693275697,1392.0759693275697,1392.0759693275697,0.0,0.0,0.0,1840.2258947344594
2014-11-14,1488.7815728796581,301.32041177262516,6030.171646796283,1488.7815728796581,1488.7815728796581,1830.0005591312597,1830.0005591312597,1830.0005591312597,419.73065277911803,419.73065277911803,419.73065277911803,1410.2699063521416,1410.2699063521416,1410.2699063521416,0.0,0.0,0.0,3318.782132010918
2014-11-15,1488.9000683701934,235.9785471824544,5565.28705446791,1488.9000683701934,1488.9000683701934,1429.7252485523536,1429.7252485523536,1429.7252485523536,21.429347564324065,21.429347564324065,21.429347564324065,1408.2959009880296,1408.2959009880296,1408.2959009880296,0.0,0.0,0.0,2918.625316922547
2014-11-16,1489.0185638607284,398.46908888807707,5807.621574327657,1489.0185638607284,1489.0185638607284,1603.2641518218331,1603.2641518218331,1603.2641518218331,203.61687811385136,203.61687811385136,203.61687811385136,1399.6472737079814,1399.6472737079814,1399.6472737079814,0.0,0.0,0.0,3092.2827156825615
2014-11-17,1489.1370593512636,467.8390216742751,5968.138287168491,1489.1370593512636,1489.1370593512636,1796.6129604749888,1796.6129604749888,1796.6129604749888,411.6222281732562,411.6222281732562,411.6222281732562,1384.990732301733,1384.990732301733,1384.990732301733,0.0,0.0,0.0,3285.7500198262524
2014-11-18,1489.2555548417986,-290.97877254036,5350.095642006577,1489.2555548417986,1489.2555548417986,1193.0778732394804,1193.0778732394804,1193.0778732394804,-172.0082476918932,-172.0082476918932,-172.0082476918932,1365.0861209313732,1365.0861209313732,1365.0861209313732,0.0,0.0,0.0,2682.3334280812787
2014-11-19,1489.3740503323336,-759.028592360343,4618.556645029634,1489.3740503323336,1489.3740503323336,300.3753712357735,300.3753712357735,300.3753712357735,-1040.3946564919572,-1040.3946564919572,-1040.3946564919572,1340.7700277277306,1340.7700277277306,1340.7700277277306,0.0,0.0,0.0,1789.7494215681072
2014-11-20,1489.4925458228686,249.59612783101653,5958.614887162914,1489.4925458228686,1489.4925458228686,1468.941330668629,1468.941330668629,1468.941330668629,156.00379755235627,156.00379755235627,156.00379755235627,1312.9375331162728,1312.9375331162728,1312.9375331162728,0.0,0.0,0.0,2958.4338764914974
2014-11-21,1489.6110413134038,454.8694112224262,5972.70455214337,1489.6110413134038,1489.6110413134038,1702.2530954498538,1702.2530954498538,1702.2530954498538,419.7306527782075,419.7306527782075,419.7306527782075,1282.5224426716466,1282.5224426716466,1282.5224426716466,0.0,0.0,0.0,3191.8641367632576
2014-11-22,1489.729536803939,13.791844174453768,5517.666206775511,1489.729536803939,1489.729536803939,1271.9057426578058,1271.9057426578058,1271.9057426578058,21.4293475634239,21.4293475634239,21.4293475634239,1250.476395094382,1250.476395094382,1250.476395094382,0.0,0.0,0.0,2761.635279461745
2014-11-23,1489.848032294474,197.02287649786925,5444.876414762212,1489.848032294474,1489.848032294474,1421.3641535002503,1421.3641535002503,1421.3641535002503,203.61687811343756,203.61687811343756,203.61687811343756,1217.7472753868126,1217.7472753868126,1217.7472753868126,0.0,0.0,0.0,2911.212185794724
2014-11-24,1489.966527785009,283.29694721626515,5705.44445871948,1489.966527785009,1489.966527785009,1596.8796223205973,1596.8796223205973,1596.8796223205973,411.62222817334083,411.62222817334083,411.62222817334083,1185.2573941472563,1185.2573941472563,1185.2573941472563,0.0,0.0,0.0,3086.8461501056063
2014-11-25,1490.085023275544,-226.8425296222797,5334.039953585698,1490.085023275544,1490.085023275544,981.8736672456766,981.8736672456766,981.8736672456766,-172.00824769033292,-172.00824769033292,-172.00824769033292,1153.8819149360095,1153.8819149360095,1153.8819149360095,0.0,0.0,0.0,2471.958690521221
2014-11-26,1490.2035187660792,-1203.9788299608492,4154.6554668563995,1490.2035187660792,1490.2035187660792,84.03336546284244,84.03336546284244,84.03336546284244,-1040.3946564918158,-1040.3946564918158,-1040.3946564918158,1124.4280219546583,1124.4280219546583,1124.4280219546583,0.0,0.0,0.0,1574.2368842289218
2014-11-27,1490.3220142566142,-61.72116217174559,5378.629216936213,1490.3220142566142,1490.3220142566142,1253.6191166447736,1253.6191166447736,1253.6191166447736,156.00379755302507,156.00379755302507,156.00379755302507,1097.6153190917485,1097.6153190917485,1097.6153190917485,0.0,0.0,0.0,2743.9411309013876
2014-11-28,1490.4405097471492,174.14548774484388,5591.842007401139,1490.4405097471492,1490.4405097471492,1493.7885910873408,1493.7885910873408,1493.7885910873408,419.730652777297,419.730652777297,419.730652777297,1074.057938310044,1074.057938310044,1074.057938310044,0.0,0.0,0.0,2984.22910083449
2014-11-29,1490.5590052376842,-266.4624461673234,5209.247217440725,1490.5590052376842,1490.5590052376842,1075.6781577834486,1075.6781577834486,1075.6781577834486,21.42934756482281,21.42934756482281,21.42934756482281,1054.248810218626,1054.248810218626,1054.248810218626,0.0,0.0,0.0,2566.237163021133
2014-11-30,1490.6775007282197,77.08446078416304,5619.065087995622,1490.6775007282197,1490.6775007282197,1242.1633907933683,1242.1633907933683,1242.1633907933683,203.6168781140223,203.6168781140223,203.6168781140223,1038.5465126793463,1038.5465126793463,1038.5465126793463,0.0,0.0,0.0,2732.8408915215878
2014-12-01,1490.7959962187547,183.10019773835043,5627.84698600024,1490.7959962187547,1490.7959962187547,1438.787293086667,1438.787293086667,1438.787293086667,411.6222281729878,411.6222281729878,411.6222281729878,1027.165064913679,1027.165064913679,1027.165064913679,0.0,0.0,0.0,2929.5832893054217
2014-12-02,1490.9144915747502,-400.6945912023871,5023.580529153072,1490.9144915747502,1490.9144915747502,848.1587279288253,848.1587279288253,848.1587279288253,-172.00824769149568,-172.00824769149568,-172.00824769149568,1020.1669756203211,1020.1669756203211,1020.1669756203211,0.0,0.0,0.0,2339.0732195035753
2014-12-03,1491.032986930746,-1188.1443962776573,4285.691961263392,1491.032986930746,1491.032986930746,-22.934871299906007,-22.934871299906007,-22.934871299906007,-1040.394656491588,-1040.394656491588,-1040.394656491588,1017.4597851916819,1017.4597851916819,1017.4597851916819,0.0,0.0,0.0,1468.0981156308399
2014-12-04,1491.1514822867414,-39.301961069555745,5351.782530147705,1491.1514822867414,1491.1514822867414,1174.800063187124,1174.800063187124,1174.800063187124,156.00379755427488,156.00379755427488,156.00379755427488,1018.7962656328491,1018.7962656328491,1018.7962656328491,0.0,0.0,0.0,2665.9515454738653
2014-12-05,1491.2699776427369,62.54769987788713,5481.490268179089,1491.2699776427369,1491.2699776427369,1443.5090116768692,1443.5090116768692,1443.5090116768692,419.7306527778115,419.7306527778115,419.7306527778115,1023.7783588990575,1023.7783588990575,1023.7783588990575,0.0,0.0,0.0,2934.778989319606
2014-12-06,1491.3884729987324,-297.88747705847317,5196.802930974588,1491.3884729987324,1491.3884729987324,1053.294194522254,1053.294194522254,1053.294194522254,21.4293475642697,21.4293475642697,21.4293475642697,1031.8648469579841,1031.8648469579841,1031.8648469579841,0.0,0.0,0.0,2544.6826675209863
2014-12-07,1491.5069683547279,95.71254323532875,5643.086742281584,1491.5069683547279,1491.5069683547279,1245.9995351344726,1245.9995351344726,1245.9995351344726,203.61687811360846,203.61687811360846,203.61687811360846,1042.3826570208641,1042.3826570208641,1042.3826570208641,0.0,0.0,0.0,2737.5065034892004
2014-12-08,1491.6254637107236,80.32388235767789,5767.6031105960665,1491.6254637107236,1491.6254637107236,1466.1638434302752,1466.1638434302752,1466.1638434302752,411.62222817263483,411.62222817263483,411.62222817263483,1054.5416152576402,1054.5416152576402,1054.5416152576402,0.0,0.0,0.0,2957.789307140999
2014-12-09,1491.743959066719,-474.7855788270191,5005.8677936626245,1491.743959066719,1491.743959066719,895.444126512032,895.444126512032,895.444126512032,-172.0082476895105,-172.0082476895105,-172.0082476895105,1067.4523742015424,1067.4523742015424,1067.4523742015424,0.0,0.0,0.0,2387.1880855787513
2014-12-10,1491.8624544227146,-1356.7568361340757,4263.813399073985,1491.8624544227146,1491.8624544227146,39.75249873421779,39.75249873421779,39.75249873421779,-1040.3946564920197,-1040.3946564920197,-1040.3946564920197,1080.1471552262376,1080.1471552262376,1080.1471552262376,0.0,0.0,0.0,1531.6149531569324
2014-12-12,1492.0994451347058,298.0411032982548,5579.247818633004,1492.0994451347058,1492.0994451347058,1520.4967707082692,1520.4967707082692,1520.4967707082692,419.73065277786145,419.73065277786145,419.73065277786145,1100.7661179304077,1100.7661179304077,1100.7661179304077,0.0,0.0,0.0,3012.5962158429747
2014-12-13,1492.2179404907013,-134.76306461138321,5398.514999696325,1492.2179404907013,1492.2179404907013,1128.0088403306027,1128.0088403306027,1128.0088403306027,21.429347563716636,21.429347563716636,21.429347563716636,1106.579492766886,1106.579492766886,1106.579492766886,0.0,0.0,0.0,2620.2267808213037
2014-12-14,1492.3364358466968,109.35324546076328,5546.57031255413,1492.3364358466968,1492.3364358466968,1311.6254760025456,1311.6254760025456,1311.6254760025456,203.61687811430568,203.61687811430568,203.61687811430568,1108.00859788824,1108.00859788824,1108.00859788824,0.0,0.0,0.0,2803.9619118492424
2014-12-15,1492.4549312026923,139.2614380280696,5552.695745526166,1492.4549312026923,1492.4549312026923,1515.691351571279,1515.691351571279,1515.691351571279,411.62222817313443,411.62222817313443,411.62222817313443,1104.0691233981445,1104.0691233981445,1104.0691233981445,0.0,0.0,0.0,3008.1462827739715
2014-12-16,1492.5734265586877,-146.07528815842142,5354.359089020798,1492.5734265586877,1492.5734265586877,921.8450857978648,921.8450857978648,921.8450857978648,-172.00824768837532,-172.00824768837532,-172.00824768837532,1093.8533334862402,1093.8533334862402,1093.8533334862402,0.0,0.0,0.0,2414.4185123565526
2014-12-17,1492.6919219146835,-1272.164414688055,4342.16977966975,1492.6919219146835,1492.6919219146835,36.16064944828104,36.16064944828104,36.16064944828104,-1040.394656491792,-1040.394656491792,-1040.394656491792,1076.5553059400731,1076.5553059400731,1076.5553059400731,0.0,0.0,0.0,1528.8525713629645
2014-12-19,1492.9289126266744,276.2074345784456,5603.757359184314,1492.9289126266744,1492.9289126266744,1437.8661775014903,1437.8661775014903,1437.8661775014903,419.73065277933637,419.73065277933637,419.73065277933637,1018.1355247221541,1018.1355247221541,1018.1355247221541,0.0,0.0,0.0,2930.7950901281647
2014-12-20,1493.04740798267,-352.4105712233086,5268.664568926518,1493.04740798267,1493.04740798267,997.5374504865742,997.5374504865742,997.5374504865742,21.429347563163546,21.429347563163546,21.429347563163546,976.1081029234106,976.1081029234106,976.1081029234106,0.0,0.0,0.0,2490.584858469244
2014-12-21,1493.1659033386657,-387.949423887867,5474.309386135399,1493.1659033386657,1493.1659033386657,1128.8360165303768,1128.8360165303768,1128.8360165303768,203.61687811266842,203.61687811266842,203.61687811266842,925.2191384177085,925.2191384177085,925.2191384177085,0.0,0.0,0.0,2622.0019198690425
2014-12-22,1493.2843986946611,15.563525415257491,5219.753449835472,1493.2843986946611,1493.2843986946611,1277.0862868015727,1277.0862868015727,1277.0862868015727,411.6222281723666,411.6222281723666,411.6222281723666,865.4640586292061,865.4640586292061,865.4640586292061,0.0,0.0,0.0,2770.370685496234
